Full name,Year,Conference (short),First name,Middle name,Last name,gender,Paper Count,Max Paper Count,First year paper,Age,Conference (long),Main Topic,Productivity
Per Stenstrom,2003,HiPC,Per,,Stenstrom,M,73,202,1987,16,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",4.5625
Yale Patt,2003,HiPC,Yale,,Patt,M,124,210,1967,36,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.4444444444444446
Christos Papadimitriou,2004,HiPC,Christos,,Papadimitriou,M,286,432,1976,28,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",10.214285714285714
Frederic Desprez,2004,HiPC,Frederic,,Desprez,M,41,136,1992,12,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.4166666666666665
Kanianthra Mani Chandy,2004,HiPC,Kanianthra,Mani,Chandy,M,123,168,1968,36,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.4166666666666665
Norm Jouppi,2004,HiPC,Norm,,Jouppi,M,0,0,2020,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Trevor Mudge,2004,HiPC,Trevor,,Mudge,M,142,311,1980,24,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",5.916666666666667
,2004,HiPC,Arvind,,,M,0,0,0,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Arnold Rosenberg,2005,HiPC,Arnold,,Rosenberg,M,170,233,1964,41,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",4.146341463414634
James C. Browne,2005,HiPC,James,C.,Browne,M,149,189,1962,43,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.4651162790697674
Kunle Olukotun,2005,HiPC,Kunle,,Olukotun,M,53,169,1987,18,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",2.9444444444444446
Mikhail Atallah,2005,HiPC,Mikhail,,Atallah,M,0,1,2010,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Umesh Vazirani,2005,HiPC,Umesh,,Vazirani,M,64,98,1982,23,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",2.782608695652174
Dennis Gannon,2006,HiPC,Dennis,,Gannon,M,116,160,1982,24,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",4.833333333333333
Gene Myers,2006,HiPC,Gene,,Myers,M,80,124,1978,28,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",2.857142857142857
Jeffrey Wadsworth,2006,HiPC,Jeffrey,,Wadsworth,M,1,1,2006,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Pierre Fraigniaud,2006,HiPC,Pierre,,Fraigniaud,M,105,263,1990,16,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",6.5625
Zhiwei Xu,2006,HiPC,Zhiwei,,Xu,M,36,138,1984,22,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.6363636363636365
David Keyes,2007,HiPC,David,,Keyes,M,0,2,2012,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Michael J. Flynn,2007,HiPC,Michael,J.,Flynn,M,140,163,1963,44,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.1818181818181817
Prabhakar Raghavan,2007,HiPC,Prabhakar,,Raghavan,M,170,192,1985,22,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",7.727272727272727
Vipin Kumar,2007,HiPC,Vipin,,Kumar,M,11,31,1979,28,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.3928571428571428
Yale Patt,2007,HiPC,Yale,,Patt,M,158,210,1967,40,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.95
David Peleg,2008,HiPC,David,,Peleg,M,268,424,1983,25,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",10.72
Mary F. Wheeler,2008,HiPC,Mary,F.,Wheeler,F,45,91,1973,35,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.2857142857142858
Wolfgang Gentzsch,2008,HiPC,Wolfgang,,Gentzsch,M,45,64,1976,32,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.40625
Bill Dally,2009,HiPC,Bill,,Dally,M,164,258,1985,24,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",6.833333333333333
Dan Reed,2009,HiPC,Dan,,Reed,M,1,5,1996,13,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0769230769230769
Justin R. Rattner,2009,HiPC,Justin,R.,Rattner,M,9,10,1980,29,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.3103448275862069
Edward Seidel ,2010,HiPC,Edward,,Seidel ,M,39,40,1999,11,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.5454545454545454
Marc Snir,2010,HiPC,Marc,,Snir,M,101,175,1977,33,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.060606060606061
Richard W. Linderman,2010,HiPC,Richard,W.,Linderman,M,24,31,1984,26,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.9230769230769232
Alok N. Choudhary,2011,HiPC,Alok,N.,Choudhary,M,368,499,1987,24,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",15.333333333333334
Manish Gupta,2011,HiPC,Manish,,Gupta,M,39,99,1990,21,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.8571428571428568
Takayuki Aoki,2011,HiPC,Takayuki,,Aoki,M,17,37,2002,9,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.8888888888888888
Jay Boisseau,2012,HiPC,Jay,,Boisseau,M,4,4,1998,14,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.2857142857142857
Peter Braam,2012,HiPC,Peter,,Braam,M,0,1,2019,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Shekhar Borkar,2012,HiPC,Shekhar,,Borkar,M,99,112,1988,24,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",4.125
Ian Buck,2013,HiPC,Ian,,Buck,M,25,25,2000,13,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.9230769230769231
Ivo Bolsens,2013,HiPC,Ivo,,Bolsens,M,61,66,1985,28,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",2.1785714285714284
Robert J. Harrison,2013,HiPC,Robert,J.,Harrison,M,45,62,1993,20,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",2.25
Bryan Black,2014,HiPC,Bryan,,Black,M,16,18,1991,23,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.6956521739130435
David A. Bader,2014,HiPC,David,A.,Bader,M,165,245,1995,19,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",8.68421052631579
Yves Rober,2014,HiPC,Yves,,Rober,M,276,366,1982,32,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",8.625
Raghu Ramakrishnan,2015,HiPC,Raghu,,Ramakrishnan,M,247,267,1985,30,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",8.233333333333333
Trevor Mudge,2015,HiPC,Trevor,,Mudge,M,265,311,1980,35,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",7.571428571428571
Depei Qian,2016,HiPC,Depei,,Qian,M,192,279,2000,16,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",12.0
Josep Torrellas,2016,HiPC,Josep,,Torrellas,M,190,262,1990,26,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",7.3076923076923075
Srinivas Aluru,2016,HiPC,Srinivas,,Aluru,M,159,212,1992,24,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",6.625
Ian Foster,2017,HiPC,Ian,,Foster,M,474,609,1986,31,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",15.290322580645162
Parthasarathy Ranganathan,2017,HiPC,Parthasarathy,,Ranganathan,M,97,124,1996,21,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",4.619047619047619
Rajeev Rastogi,2017,HiPC,Rajeev,,Rastogi,M,182,186,1991,26,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",7.0
Balaraman Ravindran,2018,HiPC,Balaraman,,Ravindran,M,111,169,1998,20,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",5.55
Marc Snir,2018,HiPC,Marc,,Snir,M,157,175,1977,41,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.829268292682927
Srini Devadas,2018,HiPC,Srini,,Devadas,M,290,318,1986,32,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",9.0625
Jose Roberto Alvarez,2019,HiPC,Jose,Roberto,Alvarez,M,1,1,2019,0,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.0
Mark Papermaster,2019,HiPC,Mark,,Papermaster,M,4,5,2012,7,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",0.5714285714285714
Ramesh Hariharan,2019,HiPC,Ramesh,,Hariharan,M,60,60,1992,27,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",2.2222222222222223
Vivek Sarkar,2019,HiPC,Vivek,,Sarkar,M,261,289,1986,33,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",7.909090909090909
Animashree Anandkumar,2020,HiPC,Animashree,,Anandkumar,F,123,185,2006,14,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",8.785714285714286
Fabrizio Petrini,2020,HiPC,Fabrizio,,Petrini,M,114,122,1991,29,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",3.931034482758621
Kathy Yelick,2020,HiPC,Kathy,,Yelick,F,148,164,1985,35,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",4.228571428571429
Adam Belay,2021,HiPC,Adam,,Belay,M,19,21,2010,11,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",1.7272727272727273
Jingren Zhou,2021,HiPC,Jingren,,Zhou,M,131,153,2002,19,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",6.894736842105263
Michela Taufer,2021,HiPC,Michela,,Taufer,F,144,164,1996,25,International Conference on High Performance Computing,"Concurrent, distributed and parallel computing",5.76
Bdeen Freelon,2019,IC2S2,Bdeen,,Freelon,M,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Cesar Hidalgo,2019,IC2S2,Cesar,,Hidalgo,M,19,21,2008,11,International Conference for Computational Social Science,Computational Social Science,1.7272727272727273
Claudia Wagner,2019,IC2S2,Claudia,,Wagner,F,46,58,2008,11,International Conference for Computational Social Science,Computational Social Science,4.181818181818182
Devra Moehler,2019,IC2S2,Devra,,Moehler,F,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Emma Spiro,2019,IC2S2,Emma,,Spiro,F,30,32,2009,10,International Conference for Computational Social Science,Computational Social Science,3.0
Jana Diesner,2019,IC2S2,Jana,,Diesner,F,57,69,2005,14,International Conference for Computational Social Science,Computational Social Science,4.071428571428571
Kenneth Benoit,2019,IC2S2,Kenneth,,Benoit,M,0,0,2017,2,International Conference for Computational Social Science,Computational Social Science,0.0
Leto Peel,2019,IC2S2,Leto,,Peel,M,9,9,2010,9,International Conference for Computational Social Science,Computational Social Science,1.0
Lukas Vermeer,2019,IC2S2,Lukas,,Vermeer,M,4,7,2017,2,International Conference for Computational Social Science,Computational Social Science,2.0
Mirta Galesic,2019,IC2S2,Mirta,,Galesic,F,10,13,2011,8,International Conference for Computational Social Science,Computational Social Science,1.25
Scott Page,2019,IC2S2,Scott,,Page,M,2,2,2010,9,International Conference for Computational Social Science,Computational Social Science,0.2222222222222222
Andrea Baronchelli,2020,IC2S2,Andrea,,Baronchelli,M,16,17,2004,16,International Conference for Computational Social Science,Computational Social Science,1.0
Ceren Budak,2020,IC2S2,Ceren,,Budak,F,28,39,2010,10,International Conference for Computational Social Science,Computational Social Science,2.8
Daniel Chen,2020,IC2S2,Daniel,,Chen,M,13,26,2001,19,International Conference for Computational Social Science,Computational Social Science,0.6842105263157895
Filippo Menczer,2020,IC2S2,Filippo,,Menczer,M,134,145,1992,28,International Conference for Computational Social Science,Computational Social Science,4.785714285714286
Iyad Rahwan,2020,IC2S2,Iyad,,Rahwan,M,111,118,2000,20,International Conference for Computational Social Science,Computational Social Science,5.55
Joshua Blumenstock,2020,IC2S2,Joshua,,Blumenstock,M,28,31,2008,12,International Conference for Computational Social Science,Computational Social Science,2.333333333333333
Karoline Wiesner,2020,IC2S2,Karoline,,Wiesner,F,6,7,2007,13,International Conference for Computational Social Science,Computational Social Science,0.4615384615384615
Kristina Lerman,2020,IC2S2,Kristina,,Lerman,F,168,193,2000,20,International Conference for Computational Social Science,Computational Social Science,8.4
Munmun De Choudhury,2020,IC2S2,Munmun,De,Choudhury,F,119,155,2007,13,International Conference for Computational Social Science,Computational Social Science,9.153846153846152
Nicholas Beauchamp,2020,IC2S2,Nicholas,,Beauchamp,M,3,7,2017,3,International Conference for Computational Social Science,Computational Social Science,1.0
Raj Chetty,2020,IC2S2,Raj,,Chetty,M,1,1,2019,1,International Conference for Computational Social Science,Computational Social Science,1.0
Tanya Berger-Wolf,2020,IC2S2,Tanya,,Berger-Wolf,F,83,86,1999,21,International Conference for Computational Social Science,Computational Social Science,3.952380952380953
Ulrike Hahn,2020,IC2S2,Ulrike,,Hahn,F,42,47,1996,24,International Conference for Computational Social Science,Computational Social Science,1.75
Yamir Moreno,2020,IC2S2,Yamir,,Moreno,M,28,30,2007,13,International Conference for Computational Social Science,Computational Social Science,2.1538461538461537
Brooke Fourcault Welles,2021,IC2S2,Brooke,Fourcault,Welles,F,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Christian Sandvig,2021,IC2S2,Christian,,Sandvig,M,18,18,2003,18,International Conference for Computational Social Science,Computational Social Science,1.0
David Garcia Beccera,2021,IC2S2,David,Garcia,Beccera,M,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Deborah Lupton,2021,IC2S2,Deborah,,Lupton,F,10,10,2013,8,International Conference for Computational Social Science,Computational Social Science,1.25
Frank Takes,2021,IC2S2,Frank,,Takes,M,44,47,2011,10,International Conference for Computational Social Science,Computational Social Science,4.4
Frauke Kreuter,2021,IC2S2,Frauke,,Kreuter,F,2,4,2015,6,International Conference for Computational Social Science,Computational Social Science,0.3333333333333333
Margret Hu,2021,IC2S2,Margret,,Hu,F,4,4,2002,19,International Conference for Computational Social Science,Computational Social Science,0.2105263157894736
Meeyound Cha,2021,IC2S2,Meeyound,,Cha,F,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Robert West,2021,IC2S2,Robert,,West,M,16,18,2014,7,International Conference for Computational Social Science,Computational Social Science,2.2857142857142856
Silke Adam,2021,IC2S2,Silke,,Adam,F,3,3,2007,14,International Conference for Computational Social Science,Computational Social Science,0.2142857142857142
Sune Lehmann,2021,IC2S2,Sune,,Lehmann,M,27,29,2005,16,International Conference for Computational Social Science,Computational Social Science,1.6875
Thomas Grund,2021,IC2S2,Thomas,,Grund,M,4,4,2008,13,International Conference for Computational Social Science,Computational Social Science,0.3076923076923077
Yong Yeol Ahn,2021,IC2S2,Yong,Yeol,Ahn,M,30,33,2007,14,International Conference for Computational Social Science,Computational Social Science,2.142857142857143
Audrey Tang,2022,IC2S2,Audrey,,Tang,F,1,1,2007,15,International Conference for Computational Social Science,Computational Social Science,0.0666666666666666
Chris Bail,2022,IC2S2,Chris,,Bail,M,0,0,2023,0,International Conference for Computational Social Science,Computational Social Science,0.0
Christian Danescu Niculescu,2022,IC2S2,Christian,Danescu,Niculescu,M,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Iyad Rahwan,2022,IC2S2,Iyad,,Rahwan,M,118,118,2000,22,International Conference for Computational Social Science,Computational Social Science,5.363636363636363
Lillian Lee,2022,IC2S2,Lillian,,Lee,F,65,65,1993,29,International Conference for Computational Social Science,Computational Social Science,2.2413793103448274
Marta Gonzalez,2022,IC2S2,Marta,,Gonzalez,F,4,4,2008,14,International Conference for Computational Social Science,Computational Social Science,0.2857142857142857
Molly Roberts,2022,IC2S2,Molly,,Roberts,F,1,1,2020,2,International Conference for Computational Social Science,Computational Social Science,0.5
Red Underwood,2022,IC2S2,Red,,Underwood,M,0,0,0,0,International Conference for Computational Social Science,Computational Social Science,0.0
Rediet Abebe,2022,IC2S2,Rediet,,Abebe,F,20,20,2016,6,International Conference for Computational Social Science,Computational Social Science,3.333333333333333
Tom Griffiths,2022,IC2S2,Tom,,Griffiths,M,224,226,2000,22,International Conference for Computational Social Science,Computational Social Science,10.181818181818182
Charles Elkan,2003,ICML,Charles,,Elkan,M,44,90,1988,15,International Conference on Machine Learning,Artificial Intelligence,2.933333333333333
Foster Provost,2003,ICML,Foster,,Provost,M,38,105,1990,13,International Conference on Machine Learning,Artificial Intelligence,2.923076923076923
Naoki Abe,2003,ICML,Naoki,,Abe,M,47,80,1988,15,International Conference on Machine Learning,Artificial Intelligence,3.1333333333333333
Eugene Myers,2004,ICML,Eugene,,Myers,M,0,1,2018,0,International Conference on Machine Learning,Artificial Intelligence,0.0
Michael J. Black,2004,ICML,Michael,J.,Black,M,65,267,1986,18,International Conference on Machine Learning,Artificial Intelligence,3.611111111111111
Robert Engle,2004,ICML,Robert,,Engle,M,0,2,2005,0,International Conference on Machine Learning,Artificial Intelligence,0.0
Gerhard Widmer,2005,ICML,Gerhard,,Widmer,M,74,250,1985,20,International Conference on Machine Learning,Artificial Intelligence,3.7
Johannes Gehrke,2005,ICML,Johannes,,Gehrke,M,84,247,1995,10,International Conference on Machine Learning,Artificial Intelligence,8.4
Lise Getoor,2005,ICML,Lise,,Getoor,F,30,258,1995,10,International Conference on Machine Learning,Artificial Intelligence,3.0
Michael I. Jordan,2005,ICML,Michael,I.,Jordan,M,146,480,1989,16,International Conference on Machine Learning,Artificial Intelligence,9.125
David Haussler,2006,ICML,David,,Haussler,M,115,177,1980,26,International Conference on Machine Learning,Artificial Intelligence,4.423076923076923
Mandyam Srinivasan,2006,ICML,Mandyam,,Srinivasan,M,23,54,1975,31,International Conference on Machine Learning,Artificial Intelligence,0.7419354838709677
Robert Schapire,2006,ICML,Robert,,Schapire,M,100,165,1987,19,International Conference on Machine Learning,Artificial Intelligence,5.2631578947368425
Bernhard Schölkorf,2007,ICML,Bernhard,,Schölkorf,M,0,0,0,0,International Conference on Machine Learning,Artificial Intelligence,0.0
David Heckerman,2007,ICML,David,,Heckerman,M,112,133,1985,22,International Conference on Machine Learning,Artificial Intelligence,5.090909090909091
Josh Tenenbaum,2007,ICML,Josh,,Tenenbaum,M,35,378,1994,13,International Conference on Machine Learning,Artificial Intelligence,2.6923076923076925
Andrew Ng,2008,ICML,Andrew,,Ng,M,0,1,2014,0,International Conference on Machine Learning,Artificial Intelligence,0.0
John Winn,2008,ICML,John,,Winn,M,24,47,2000,8,International Conference on Machine Learning,Artificial Intelligence,3.0
Luc De Raedt,2008,ICML,Luc,De,Raedt,M,149,337,1988,20,International Conference on Machine Learning,Artificial Intelligence,7.45
Michael Collins,2008,ICML,Michael,,Collins,M,10,28,1996,12,International Conference on Machine Learning,Artificial Intelligence,0.8333333333333334
Corinna Cortes,2009,ICML,Corinna,,Cortes,F,46,91,1993,16,International Conference on Machine Learning,Artificial Intelligence,2.875
Emmanuel Dupoux,2009,ICML,Emmanuel,,Dupoux,M,4,102,1999,10,International Conference on Machine Learning,Artificial Intelligence,0.4
Yoav Freund,2009,ICML,Yoav,,Freund,M,57,81,1990,19,International Conference on Machine Learning,Artificial Intelligence,3.0
Duncan Watts,2010,ICML,Duncan,,Watts,M,1,2,2010,0,International Conference on Machine Learning,Artificial Intelligence,0.0
Nir Friedman,2010,ICML,Nir,,Friedman,M,107,113,1994,16,International Conference on Machine Learning,Artificial Intelligence,6.6875
Robert J. Aumann,2010,ICML,Robert,J.,Aumann,M,13,17,1983,27,International Conference on Machine Learning,Artificial Intelligence,0.4814814814814814
Tom Mitchell,2010,ICML,Tom,,Mitchell,M,2,27,2005,5,International Conference on Machine Learning,Artificial Intelligence,0.4
Christopher Bishopm,2011,ICML,Christopher,,Bishopm,M,0,0,0,0,International Conference on Machine Learning,Artificial Intelligence,0.0
David Ferrucci,2011,ICML,David,,Ferrucci,M,20,30,1994,17,International Conference on Machine Learning,Artificial Intelligence,1.1764705882352942
Hartmut Neven,2011,ICML,Hartmut,,Neven,M,13,26,1992,19,International Conference on Machine Learning,Artificial Intelligence,0.6842105263157895
Martin Nowak,2011,ICML,Martin,,Nowak,M,1,6,2004,7,International Conference on Machine Learning,Artificial Intelligence,0.1428571428571428
David MacKay,2012,ICML,David,,MacKay,M,9,9,1985,27,International Conference on Machine Learning,Artificial Intelligence,0.3333333333333333
Sethu Muthukrishnan,2012,ICML,Sethu,,Muthukrishnan,M,0,0,0,0,International Conference on Machine Learning,Artificial Intelligence,0.0
Yann LeCun,2012,ICML,Yann,,LeCun,M,119,205,1988,24,International Conference on Machine Learning,Artificial Intelligence,4.958333333333333
Carlos Guestrin,2013,ICML,Carlos,,Guestrin,M,100,137,1998,15,International Conference on Machine Learning,Artificial Intelligence,6.666666666666667
Santosh Vempala,2013,ICML,Santosh,,Vempala,M,134,209,1993,20,International Conference on Machine Learning,Artificial Intelligence,6.7
Vincent Vanhoucke,2013,ICML,Vincent,,Vanhoucke,M,14,34,2001,12,International Conference on Machine Learning,Artificial Intelligence,1.1666666666666667
Eric Horvitz,2014,ICML,Eric,,Horvitz,M,233,327,1985,29,International Conference on Machine Learning,Artificial Intelligence,8.03448275862069
Michael I. Jordan,2014,ICML,Michael,I.,Jordan,M,300,480,1989,25,International Conference on Machine Learning,Artificial Intelligence,12.0
Michael Kearns,2014,ICML,Michael,,Kearns,M,155,189,1987,27,International Conference on Machine Learning,Artificial Intelligence,5.7407407407407405
Jon Kleinberg,2015,ICML,Jon,,Kleinberg,M,210,293,1992,23,International Conference on Machine Learning,Artificial Intelligence,9.130434782608695
Leon Bottou,2015,ICML,Leon,,Bottou,M,74,94,1989,26,International Conference on Machine Learning,Artificial Intelligence,2.8461538461538463
Susan A. Murphy,2015,ICML,Susan,A.,Murphy,F,20,45,2005,10,International Conference on Machine Learning,Artificial Intelligence,2.0
Christos Faloutsos,2016,ICML,Christos,,Faloutsos,M,535,655,1982,34,International Conference on Machine Learning,Artificial Intelligence,15.735294117647058
Daniel Spielman,2016,ICML,Daniel,,Spielman,M,2,2,1986,30,International Conference on Machine Learning,Artificial Intelligence,0.0666666666666666
Fei-fei Li,2016,ICML,Fei-fei,,Li,F,125,260,2003,13,International Conference on Machine Learning,Artificial Intelligence,9.615384615384617
Susan Athey,2016,ICML,Susan,,Athey,F,8,21,1990,26,International Conference on Machine Learning,Artificial Intelligence,0.3076923076923077
Bernhard Schölkopf,2017,ICML,Bernhard,,Schölkopf,M,345,494,1995,22,International Conference on Machine Learning,Artificial Intelligence,15.681818181818182
Latanya Sweeney,2017,ICML,Latanya,,Sweeney,F,42,44,1997,20,International Conference on Machine Learning,Artificial Intelligence,2.1
Peter Donnelly,2017,ICML,Peter,,Donnelly,M,8,9,2002,15,International Conference on Machine Learning,Artificial Intelligence,0.5333333333333333
Raia Hadsell,2017,ICML,Raia,,Hadsell,F,22,58,2003,14,International Conference on Machine Learning,Artificial Intelligence,1.5714285714285714
Dawn Song,2018,ICML,Dawn,,Song,F,200,293,1999,19,International Conference on Machine Learning,Artificial Intelligence,10.526315789473683
Josh Tenenbaum,2018,ICML,Josh,,Tenenbaum,M,214,378,1994,24,International Conference on Machine Learning,Artificial Intelligence,8.916666666666666
Joyce Chai,2018,ICML,Joyce,,Chai,F,101,113,1995,23,International Conference on Machine Learning,Artificial Intelligence,4.391304347826087
Max Welling,2018,ICML,Max,,Welling,M,153,230,2000,18,International Conference on Machine Learning,Artificial Intelligence,8.5
Alison Gopnik,2019,ICML,Alison,,Gopnik,F,36,46,1990,29,International Conference on Machine Learning,Artificial Intelligence,1.2413793103448276
Aude Billard,2019,ICML,Aude,,Billard,F,199,227,1997,22,International Conference on Machine Learning,Artificial Intelligence,9.045454545454543
Francis Bach,2019,ICML,Francis,,Bach,M,0,1,2023,0,International Conference on Machine Learning,Artificial Intelligence,0.0
Guillermo Sapiro,2019,ICML,Guillermo,,Sapiro,M,345,366,1993,26,International Conference on Machine Learning,Artificial Intelligence,13.26923076923077
Jean Ponce,2019,ICML,Jean,,Ponce,M,191,211,1983,36,International Conference on Machine Learning,Artificial Intelligence,5.305555555555555
John M. Abowd,2019,ICML,John,M.,Abowd,M,17,18,2004,15,International Conference on Machine Learning,Artificial Intelligence,1.1333333333333333
Julien Mairal,2019,ICML,Julien,,Mairal,M,60,81,2006,13,International Conference on Machine Learning,Artificial Intelligence,4.615384615384615
Brenna Argall,2020,ICML,Brenna,,Argall,F,50,59,2002,18,International Conference on Machine Learning,Artificial Intelligence,2.7777777777777777
Iordanis Kerenidis,2020,ICML,Iordanis,,Kerenidis,M,51,53,2001,19,International Conference on Machine Learning,Artificial Intelligence,2.6842105263157894
Lester Mackey,2020,ICML,Lester,,Mackey,M,38,46,2006,14,International Conference on Machine Learning,Artificial Intelligence,2.7142857142857144
Cecilia Clementi,2021,ICML,Cecilia,,Clementi,F,7,7,2006,15,International Conference on Machine Learning,Artificial Intelligence,0.4666666666666667
Daphne Koller,2021,ICML,Daphne,,Koller,F,219,219,1987,34,International Conference on Machine Learning,Artificial Intelligence,6.441176470588236
Edward Y. Chang,2021,ICML,Edward,Y.,Chang,M,190,190,1991,30,International Conference on Machine Learning,Artificial Intelligence,6.333333333333333
Esther Duflo,2021,ICML,Esther,,Duflo,F,0,0,2014,7,International Conference on Machine Learning,Artificial Intelligence,0.0
Xiao Cunde,2021,ICML,Xiao,,Cunde,F,2,3,2020,1,International Conference on Machine Learning,Artificial Intelligence,2.0
Aviv Regev,2022,ICML,Aviv,,Regev,M,20,20,2001,21,International Conference on Machine Learning,Artificial Intelligence,0.9523809523809524
Guido Imbens,2022,ICML,Guido,,Imbens,M,3,3,2017,5,International Conference on Machine Learning,Artificial Intelligence,0.6
Regina Barzilay,2022,ICML,Regina,,Barzilay,F,156,156,1998,24,International Conference on Machine Learning,Artificial Intelligence,6.5
Weinan E,2022,ICML,Weinan,,E,M,46,47,2000,22,International Conference on Machine Learning,Artificial Intelligence,2.090909090909091
Alon Halevy,2003,IJCAI,Alon,,Halevy,M,122,282,1992,11,International Joint Conference on Artificial Intelligence,Artificial Intelligence,11.090909090909092
Andrei Voronkov,2003,IJCAI,Andrei,,Voronkov,M,103,220,1987,16,International Joint Conference on Artificial Intelligence,Artificial Intelligence,6.4375
Anton Zeilinger,2003,IJCAI,Anton,,Zeilinger,M,3,9,1988,15,International Joint Conference on Artificial Intelligence,Artificial Intelligence,0.2
Craig Knoblock,2003,IJCAI,Craig,,Knoblock,M,93,268,1989,14,International Joint Conference on Artificial Intelligence,Artificial Intelligence,6.642857142857143
Daniel S. Weld,2003,IJCAI,Daniel,S.,Weld,M,82,219,1985,18,International Joint Conference on Artificial Intelligence,Artificial Intelligence,4.555555555555555
Daniela Rus,2003,IJCAI,Daniela,,Rus,F,93,657,1991,12,International Joint Conference on Artificial Intelligence,Artificial Intelligence,7.75
Hannes Werthner,2003,IJCAI,Hannes,,Werthner,M,34,126,1988,15,International Joint Conference on Artificial Intelligence,Artificial Intelligence,2.2666666666666666
Jean-louis Deneubourg,2003,IJCAI,Jean-louis,,Deneubourg,M,8,38,1995,8,International Joint Conference on Artificial Intelligence,Artificial Intelligence,1.0
Jiming Liu,2003,IJCAI,Jiming,,Liu,M,89,369,1991,12,International Joint Conference on Artificial Intelligence,Artificial Intelligence,7.416666666666667
Mahran Sahami,2003,IJCAI,Mahran,,Sahami,M,0,0,0,0,International Joint Conference on Artificial Intelligence,Artificial Intelligence,0.0
